INDEX,P_TARGET
8633,6.24163
8641,5.10846
8644,5.85864
8649,3.88061
8653,3.10872
8657,6.42308
8658,2.87604
8663,3.16393
8672,1.90995
8680,0.86688
8684,2.80536
8687,1.31956
8688,3.49862
8690,3.69469
8712,0.94589
8717,3.67998
8730,4.61405
8739,3.52325
8744,3.82215
8747,5.65472
8748,4.28493
8751,3.03507
8758,3.32831
8761,1.06013
8763,1.49326
8764,3.28636
8765,6.06867
8773,4.7867
8780,2.8545
8781,2.79035
8782,3.37617
8785,0.72832
8786,2.67924
8797,1.01112
8799,4.12309
8807,0.92835
8816,3.24042
8817,3.11531
8826,5.95014
8833,3.01326
8834,3.24796
8835,2.35499
8840,5.27705
8843,3.38771
8849,3.17842
8855,3.6561
8861,2.4881
8862,3.17294
8865,3.14823
8868,5.60508
8870,4.24876
8880,4.22252
8885,1.32624
8894,1.41926
8895,4.48035
8899,4.94865
8912,1.34371
8922,2.54953
8924,3.17592
8928,3.84941
8932,1.3333
8943,5.65542
8945,6.40907
8946,4.46735
8954,2.13631
8958,3.65607
8960,1.17965
8965,1.81053
8966,4.38376
8967,2.37623
8969,3.1908
8980,4.18042
8984,3.83228
8985,3.05543
8988,2.75895
8989,4.35482
8995,1.24117
9004,3.04475
9010,1.9507
9012,1.20923
9018,3.28968
9036,0.78721
9037,2.21414
9040,1.63845
9041,4.95167
9044,5.79527
9045,3.06994
9047,2.48612
9049,1.29379
9061,1.37647
9062,2.74162
9076,3.58589
9079,2.61942
9081,3.86554
9082,3.94255
9089,0.90886
9092,2.95902
9094,1.52013
9115,1.14242
9117,4.1348
9118,3.16201
9120,1.03479
9124,2.65687
9128,0.92246
9135,1.13342
9136,2.53233
9138,4.03324
9157,4.3901
9176,1.33966
9183,1.36271
9187,3.22909
9188,1.08859
9190,4.34261
9197,4.11575
9200,3.53865
9201,1.3355
9203,1.31907
9212,3.42983
9213,1.21164
9214,4.88302
9217,3.12931
9219,3.5748
9220,4.57326
9221,6.1803
9237,1.57654
9240,3.88404
9241,2.26669
9248,3.13907
9253,6.6748
9259,3.86977
9267,1.53097
9271,2.71033
9273,0.97545
9285,5.88922
9290,3.73151
9291,2.54244
9293,1.17281
9294,3.47049
9301,3.50135
9302,3.80231
9312,2.64175
9316,3.74359
9319,1.40812
9328,4.66484
9331,3.09486
9338,0.76595
9350,2.85316
9356,3.61204
9359,2.03147
9362,3.78004
9364,2.7114
9370,3.37177
9380,0.98136
9386,4.49623
9394,1.25795
9407,3.66036
9411,2.88596
9422,3.06799
9423,1.09651
9429,1.2839
9433,0.95429
9439,1.20513
9451,4.19032
9452,3.50872
9453,1.22272
9460,4.89429
9465,4.99162
9470,4.64341
9476,3.91107
9485,3.56963
9486,1.06787
9488,3.00162
9507,5.95531
9508,1.03197
9517,7.62221
9521,4.81168
9528,3.14917
9532,3.06809
9536,2.79407
9540,5.79703
9542,4.15925
9546,3.91179
9548,4.30341
9549,6.15889
9554,5.48214
9555,4.092
9558,0.99988
9573,1.1844
9575,4.52881
9584,2.90371
9586,3.90695
9588,6.20434
9591,1.28804
9592,4.25378
9597,6.47299
9600,3.8515
9603,3.29908
9605,2.61387
9614,1.18188
9616,3.94177
9622,3.38919
9624,3.89949
9629,1.12023
9633,3.57893
9640,3.71635
9644,1.84085
9645,1.13279
9646,2.71125
9648,3.13333
9649,0.86924
9660,3.81407
9664,2.56856
9675,1.41085
9679,3.27256
9680,3.17699
9682,1.18969
9697,3.05371
9701,3.95235
9704,2.53248
9705,1.39284
9707,3.7551
9714,1.52042
9718,2.53302
9722,5.46904
9739,2.98057
9747,6.14084
9751,1.23239
9757,2.21789
9759,4.05303
9760,4.19251
9764,2.65391
9776,1.29286
9778,3.32981
9786,0.90352
9803,2.95402
9804,4.36081
9815,4.50031
9824,2.16452
9825,0.87099
9826,3.36383
9827,3.83633
9833,3.50886
9835,0.87175
9860,3.73282
9865,3.26547
9871,3.73467
9874,1.05343
9880,2.97371
9882,0.95773
9885,3.24887
9888,4.24558
9892,2.17211
9893,5.00301
9896,1.0441
9902,3.53899
9906,3.8986
9910,4.41325
9914,1.99696
9918,1.58816
9920,1.0476
9926,3.04927
9931,5.8994
9935,3.44276
9945,3.94279
9953,1.56514
9957,2.98626
9963,3.91979
9972,3.99253
9976,4.77908
9979,2.75338
9980,1.32756
9982,1.51386
9991,3.23591
10000,4.70765
10003,3.22967
10005,2.46116
10014,3.22316
10032,3.74073
10034,2.81571
10041,2.59732
10042,3.95226
10044,5.40777
10045,0.94308
10054,3.6286
10061,5.5506
10062,1.4239
10073,2.26625
10081,1.14567
10084,1.25246
10086,0.92501
10093,1.03136
10101,5.91597
10105,4.2028
10110,3.46616
10113,3.09317
10115,2.77527
10119,3.29729
10121,3.89548
10124,1.57738
10126,5.58234
10127,3.51958
10145,3.48111
10147,1.02425
10148,2.47459
10162,2.17954
10163,2.91409
10166,2.23323
10172,3.26748
10173,2.64826
10175,2.10856
10180,3.35656
10186,1.38307
10192,4.15924
10199,3.24507
10209,0.907
10210,7.24758
10214,2.52873
10215,1.18087
10216,1.29188
10232,3.0001
10239,4.55005
10249,3.96559
10253,5.41774
10255,1.22406
10262,2.45446
10264,2.36319
10266,1.37965
10268,1.2506
10271,3.00963
10272,5.57543
10276,1.25643
10277,2.53855
10279,2.29045
10281,1.86806
10285,2.38951
10294,1.04701
10300,2.5878
10304,3.30587
10307,3.40011
10309,5.74281
10310,1.31776
10312,0.98371
10321,3.09662
10332,1.19601
10336,3.34474
10368,2.98457
10369,5.46228
10375,0.93917
10376,1.11799
10379,3.15991
10380,2.94405
10383,2.17662
10385,5.08384
10387,3.11959
10397,2.91206
10412,3.31855
10413,1.5866
10418,2.59919
10420,2.88586
10426,3.72086
10427,2.49251
10428,3.12713
10430,1.31117
10435,1.50366
10436,0.90148
10446,6.03043
10448,3.80903
10449,4.34736
10463,2.44459
10469,2.37467
10470,4.44001
10471,3.92708
10473,4.82493
10476,2.82814
10482,3.08161
10500,3.25226
10511,5.15428
10512,3.74589
10514,3.20143
10515,4.96031
10526,1.24956
10546,1.25969
10549,3.24743
10553,1.05927
10558,2.15177
10575,1.07767
10581,2.58539
10583,2.2451
10584,1.17073
10585,1.29937
10610,1.61172
10611,0.86774
10616,4.01778
10618,3.47844
10628,0.78638
10632,1.1912
10642,3.3628
10648,3.56298
10649,3.66664
10650,2.55676
10654,2.04925
10656,4.80154
10661,4.90108
10663,1.57893
10672,2.97807
10678,4.91936
10685,3.81308
10690,4.52761
10702,3.81395
10706,3.61591
10708,2.55327
10716,2.81199
10717,4.87291
10720,5.16906
10729,1.20254
10730,5.15085
10745,1.68277
10753,2.48745
10754,2.49936
10762,2.36346
10766,1.02399
10776,0.88244
10783,2.67946
10789,2.62838
10790,4.86621
10797,1.19059
10807,3.17652
10810,1.28085
10817,3.3643
10820,2.77397
10822,2.93561
10828,4.12041
10829,2.70693
10830,2.9674
10831,7.06827
10841,5.35014
10847,3.68295
10856,0.72414
10860,0.82561
10861,5.43243
10863,3.06916
10875,2.87455
10884,4.16016
10895,1.24798
10897,3.04831
10898,2.82794
10903,0.85513
10908,1.42983
10924,2.42224
10926,2.34522
10927,3.09283
10928,2.91002
10933,0.97144
10939,6.08979
10942,3.01318
10945,3.13639
10949,3.57252
10950,3.07294
10958,5.58637
10963,3.43912
10967,3.51159
10971,1.14402
10972,1.38566
10974,3.25878
10976,5.20082
10980,2.86543
10991,1.29203
10995,4.36682
11014,4.99626
11017,4.45314
11019,4.49136
11022,1.32998
11030,5.11571
11031,3.36431
11041,1.30017
11042,3.30412
11044,4.10891
11047,4.23289
11048,2.96952
11049,3.64432
11052,3.11775
11058,1.26928
11069,2.9799
11070,2.72193
11073,5.58864
11074,1.09532
11078,1.25874
11079,1.00431
11085,1.14523
11088,3.05592
11106,1.09204
11110,5.62489
11114,3.66905
11118,2.46168
11129,4.22989
11130,3.64387
11131,3.05033
11133,2.52965
11138,4.05653
11143,3.37409
11146,4.87333
11153,3.75577
11162,3.93261
11170,7.14666
11171,1.05768
11201,2.85502
11216,4.82531
11219,2.76281
11222,3.92587
11234,1.34126
11238,3.33841
11244,2.94054
11246,0.94689
11248,2.18259
11250,1.17215
11256,3.8714
11259,2.15599
11263,0.90144
11264,2.85031
11270,1.1068
11274,1.28895
11281,3.01836
11285,1.12628
11300,1.89088
11305,2.78212
11317,3.70246
11319,2.41982
11330,1.61417
11334,4.86717
11335,5.4273
11336,3.00582
11356,4.26186
11358,2.47668
11360,1.33521
11364,1.04255
11373,6.39168
11379,4.02902
11382,4.3523
11383,1.53722
11385,4.01409
11387,2.80042
11391,3.02451
11397,2.64544
11404,2.19344
11405,1.03997
11409,3.6861
11419,3.02205
11430,4.92249
11434,6.03045
11436,2.5039
11440,3.37722
11443,2.57962
11449,2.80695
11452,2.91167
11453,0.98634
11456,3.09188
11457,1.16435
11459,3.92802
11471,0.8782
11476,2.92684
11479,1.01549
11481,3.35353
11485,2.89579
11486,2.63663
11487,2.6513
11488,2.40665
11498,1.65555
11506,2.88138
11511,4.7939
11515,1.33183
11518,0.91107
11521,2.14629
11523,2.8863
11524,1.45124
11525,3.49849
11528,1.02465
11530,2.98406
11531,3.2586
11533,2.8912
11535,3.47818
11537,3.6443
11538,2.78734
11541,1.05385
11548,3.64844
11552,2.93012
11558,1.54509
11560,1.34049
11566,1.20336
11572,1.00998
11573,5.49338
11582,3.94015
11586,2.31644
11590,3.46698
11591,2.57238
11601,3.94469
11611,3.05567
11617,0.92286
11619,3.81653
11624,3.50121
11626,6.44491
11644,2.44581
11652,0.86943
11656,1.3142
11658,2.86537
11659,5.91534
11663,3.03653
11665,3.72318
11683,4.38816
11685,1.06087
11691,2.91212
11694,3.03753
11698,1.08878
11700,3.39996
11703,2.91532
11705,2.5388
11710,3.8398
11711,2.98421
11714,1.07452
11731,4.47782
11732,0.76349
11742,2.57219
11744,3.71145
11745,3.10119
11749,1.55808
11756,3.52592
11761,0.93731
11762,4.81706
11766,5.14376
11767,8.91794
11769,2.79983
11770,3.8528
11771,4.22776
11777,3.12097
11778,4.61366
11779,1.26523
11788,1.44151
11790,3.91107
11794,3.46724
11801,3.40658
11807,1.10552
11812,3.65794
11817,1.30957
11818,2.52326
11825,1.3693
11828,4.00852
11833,4.26328
11837,4.90364
11838,0.9825
11842,1.47971
11853,4.14366
11857,4.39861
11858,2.1627
11860,5.45383
11867,3.35121
11868,4.77281
11871,4.39867
11875,3.76721
11881,6.08592
11890,1.51315
11892,4.31161
11894,2.57943
11896,4.01835
11903,3.69667
11905,3.99121
11907,2.96388
11909,7.92958
11911,3.05401
11915,1.11983
11918,2.51461
11920,5.3579
11923,4.35166
11924,3.31091
11926,2.16174
11931,3.31585
11933,4.17914
11940,4.95183
11951,3.36319
11953,2.50808
11973,1.3073
11984,1.3332
11985,1.1652
11991,2.70003
12002,3.19068
12006,2.85346
12008,4.84186
12013,1.09696
12015,3.98378
12016,4.43961
12023,1.26759
12029,1.36992
12036,1.13033
12038,3.81623
12041,1.52634
12049,3.68988
12050,1.35096
12054,3.68393
12060,2.83767
12062,5.33978
12065,2.64368
12079,1.08063
12083,6.3449
12090,4.91321
12091,3.80148
12094,4.68929
12099,3.21667
12101,3.37196
12110,3.05423
12116,5.82485
12122,4.11902
12127,6.27354
12133,3.69993
12142,1.35343
12147,4.28835
12156,2.56184
12157,4.66326
12158,5.11466
12161,4.0202
12163,4.20031
12166,2.44368
12170,0.98039
12174,5.23716
12183,1.24218
12188,1.14488
12189,4.62525
12192,3.00332
12201,3.6074
12204,0.72318
12207,0.97004
12208,1.879
12209,3.25565
12210,7.29356
12217,3.16833
12227,1.37386
12231,3.84809
12232,3.77308
12239,6.05947
12240,2.44182
12251,3.15752
12256,4.24178
12261,1.11625
12263,2.34188
12266,0.88813
12267,3.00636
12268,3.42797
12279,4.45896
12280,2.45563
12283,2.47322
12284,1.09671
12285,6.35457
12286,5.02873
12292,4.30196
12295,1.41804
12301,3.38477
12314,2.48975
12315,0.93108
12318,1.06044
12332,4.90754
12334,1.34231
12337,3.21693
12338,4.56991
12349,4.78522
12350,3.77294
12359,5.50222
12360,5.23883
12373,4.27741
12374,1.06124
12380,3.83084
12382,3.2779
12383,2.94559
12390,3.88355
12398,4.38252
12405,3.8026
12407,2.92085
12410,6.95188
12418,6.09338
12421,4.20118
12422,3.34117
12439,1.40499
12444,3.66354
12463,5.98104
12465,0.8902
12470,3.88461
12471,3.63596
12480,3.71201
12482,4.47081
12484,3.00517
12487,3.93334
12491,2.97228
12503,4.24943
12507,1.35421
12526,2.56343
12533,2.91577
12540,1.2092
12543,2.34914
12552,1.24906
12555,6.48221
12556,4.04882
12570,4.0463
12579,3.0455
12588,2.79911
12600,1.46318
12615,5.68966
12624,3.42158
12629,1.25586
12634,2.33159
12638,1.12498
12646,2.82433
12650,0.84851
12665,2.6183
12674,3.17138
12676,0.88216
12678,2.6273
12685,3.23364
12690,3.00753
12698,3.84429
12702,3.9604
12704,3.11957
12705,2.71738
12710,3.8169
12715,5.14843
12720,2.95979
12734,2.51581
12744,3.56423
12747,1.35969
12757,4.84253
12758,2.15828
12766,1.06059
12782,3.06465
12787,1.10245
12799,2.3279
12804,4.76809
12809,2.80422
12813,2.93922
12816,2.5847
12821,4.21303
12826,2.76397
12831,3.52588
12832,3.98178
12833,3.12611
12835,3.76716
12842,1.2085
12844,3.67768
12847,0.95196
12852,3.14844
12856,3.74026
12857,3.0265
12858,7.03319
12861,3.06798
12869,3.26175
12876,4.28855
12877,1.44513
12879,3.51269
12882,3.71669
12883,4.78258
12887,2.47702
12889,3.39444
12891,5.78171
12894,3.83581
12895,1.20715
12899,1.74863
12905,6.71898
12913,1.30129
12916,1.32918
12917,2.9878
12925,3.50093
12934,5.26601
12939,4.25578
12943,1.64658
12950,4.62132
12961,0.68164
12963,2.79866
12973,1.62592
12979,3.88647
12980,0.98125
12981,1.00238
12982,2.7187
12992,2.74179
12994,1.01674
12999,2.41046
13002,3.73567
13004,1.24452
13010,3.28699
13013,3.07667
13015,4.27342
13019,5.0539
13030,1.8755
13031,5.20957
13036,0
13037,4.75746
13042,1.71842
13054,2.63202
13060,1.64966
13072,2.64146
13073,3.03693
13079,5.71066
13081,1.16367
13086,2.65306
13087,3.34562
13090,1.37597
13098,3.06143
13100,2.58195
13105,1.12141
13106,3.11989
13107,3.8917
13113,7.22262
13115,5.04564
13117,0.94838
13118,3.04394
13121,0.96437
13137,2.08279
13146,1.22769
13150,4.52288
13151,3.41932
13152,2.92034
13156,3.41684
13165,5.80987
13169,3.65756
13178,3.65868
13180,3.42724
13183,4.60929
13184,0.90665
13188,3.14368
13191,3.58787
13196,1.04917
13203,3.18625
13206,2.59097
13211,4.46445
13219,1.28014
13223,5.76451
13226,3.84785
13228,2.36406
13230,4.49765
13240,4.32552
13249,5.44285
13250,1.07908
13256,2.96194
13261,1.48606
13263,2.35948
13268,4.46217
13275,1.50113
13277,4.74658
13283,3.73303
13284,1.22221
13285,2.60248
13286,3.87735
13287,1.12987
13290,3.04528
13291,1.48161
13294,5.21586
13295,2.89935
13303,3.16159
13306,0.87647
13311,4.6712
13322,1.22923
13331,0.97312
13337,4.71501
13344,1.31385
13362,4.76453
13364,2.37654
13366,1.36418
13368,3.28198
13370,2.30923
13377,4.91896
13378,2.35421
13388,0.99345
13392,4.0393
13398,4.41156
13403,4.37833
13404,3.80467
13409,3.67465
13416,1.66199
13422,1.03351
13427,3.24151
13433,5.09912
13438,2.55855
13441,5.43421
13449,5.31887
13450,3.47486
13453,2.51822
13460,3.13314
13461,4.47054
13465,3.26834
13468,1.42526
13481,3.24991
13485,2.4289
13487,5.21866
13490,3.73774
13493,2.944
13497,2.6041
13508,1.48619
13516,0.9279
13525,2.3447
13533,4.99639
13535,1.30635
13538,3.30641
13545,3.75285
13566,3.51818
13581,2.85738
13584,1.16744
13588,2.84433
13596,2.92029
13600,6.20248
13604,3.4986
13608,3.16875
13611,2.9554
13612,1.25444
13615,3.33697
13616,3.6485
13618,3.25192
13625,1.0693
13628,3.41068
13629,0.96037
13630,5.48732
13633,3.23684
13637,3.94083
13640,1.18993
13641,2.8638
13651,3.97698
13674,3.08419
13684,3.90116
13690,2.26351
13707,3.44682
13709,5.24593
13710,3.53264
13713,4.58235
13724,1.69933
13725,1.64761
13731,2.32249
13736,2.29741
13740,1.33052
13745,5.53972
13748,1.1453
13751,1.28086
13758,1.19016
13762,1.0205
13764,4.42059
13765,1.36836
13769,2.47032
13770,2.58298
13774,5.1497
13787,2.869
13791,2.26682
13802,2.32241
13807,2.64357
13808,2.12592
13809,1.3632
13810,3.10301
13822,2.8139
13823,3.46734
13825,3.45982
13826,1.34597
13833,2.78479
13837,2.7397
13842,3.08446
13846,1.93537
13852,3.83085
13853,0.75462
13858,0.97565
13860,1.35877
13866,1.51213
13886,1.17676
13887,1.21336
13890,3.93714
13891,3.04959
13893,2.3209
13902,5.50103
13903,1.37987
13908,3.22211
13912,2.34788
13924,1.42602
13928,2.93513
13929,3.65935
13938,4.19203
13939,2.48995
13941,4.5179
13951,2.56397
13962,0.93438
13964,2.45097
13967,2.94368
13971,3.7641
13972,4.36034
13975,1.11842
13977,2.86762
13979,4.75826
13983,1.0989
13984,2.32539
13987,1.41288
13994,4.49739
13999,3.27377
14003,4.63972
14008,4.52636
14011,4.23164
14012,2.45179
14016,3.24536
14017,2.61336
14020,1.20692
14027,1.36154
14038,3.47944
14040,5.31977
14042,2.7086
14055,1.53621
14057,4.2016
14060,1.4808
14081,1.0578
14091,3.74254
14111,3.21069
14117,5.11741
14121,3.37898
14122,5.30913
14125,1.54647
14129,1.14419
14135,0.90548
14148,1.58737
14157,3.83436
14161,1.1933
14163,1.18556
14172,3.63301
14180,1.61331
14182,4.11418
14188,1.55166
14191,3.19279
14201,6.32464
14202,3.22078
14213,3.86903
14220,1.15727
14224,2.59462
14231,1.09203
14241,5.33247
14243,3.77493
14245,2.81515
14247,2.25742
14248,2.91855
14252,2.92837
14254,4.34533
14260,3.50279
14269,3.73988
14272,1.36213
14274,3.63517
14279,3.35813
14280,5.56347
14290,3.04399
14298,7.40696
14308,4.04797
14313,3.96103
14316,3.68008
14319,5.79567
14322,1.27647
14323,2.53647
14325,5.115
14337,3.83579
14339,4.01731
14341,2.91067
14342,4.53962
14346,6.1685
14351,3.62971
14354,1.19099
14355,1.15174
14358,5.90413
14359,0.90734
14364,3.47903
14374,0.92939
14376,2.01808
14382,2.87736
14384,2.92393
14393,1.14023
14398,3.16122
14403,4.29234
14406,0.96951
14408,3.86773
14411,1.53421
14414,4.16191
14418,2.54983
14423,3.43104
14442,4.0152
14443,3.86045
14444,2.87699
14446,3.51394
14455,3.22562
14456,5.30729
14458,3.62062
14464,3.85479
14466,4.31168
14467,3.13543
14469,3.29595
14483,1.28515
14484,3.08061
14490,2.77685
14491,2.30446
14494,3.24485
14496,3.84869
14503,1.01283
14504,2.72586
14505,3.06287
14506,1.04872
14507,1.12961
14512,0.98916
14520,4.04255
14527,2.28164
14531,5.45407
14532,1.19189
14535,2.71508
14543,1.12637
14554,4.19516
14556,6.24196
14557,3.40493
14561,2.14394
14562,4.23079
14567,0.88644
14568,0.98403
14574,4.20597
14575,3.05359
14579,3.00093
14581,3.26871
14582,2.17292
14586,1.28853
14591,3.10861
14598,3.16242
14599,3.45269
14600,1.02949
14612,5.65868
14613,1.03048
14624,4.12724
14626,2.95731
14630,4.60691
14633,2.70036
14639,2.74278
14642,2.90356
14643,4.90632
14649,2.85969
14650,1.50295
14653,2.43996
14655,2.31554
14656,2.49514
14662,3.29003
14663,1.47493
14673,2.83477
14674,2.59598
14676,3.58905
14682,1.40946
14685,5.30917
14689,2.73463
14693,3.27081
14697,2.664
14700,3.12889
14704,1.5418
14710,3.72903
14719,2.80289
14724,4.45127
14728,4.43267
14735,2.9867
14736,2.51525
14741,1.24847
14744,1.80316
14753,1.23885
14756,4.58506
14762,4.95515
14765,4.94504
14783,5.84687
14784,2.43934
14786,1.04766
14790,1.59247
14793,2.96413
14796,6.04938
14801,1.32036
14807,0.94719
14812,4.27439
14815,4.83757
14831,4.25298
14833,5.97988
14836,6.35377
14856,4.87302
14859,3.08001
14861,3.72728
14863,0.67163
14865,1.39738
14880,1.18903
14881,3.95141
14883,0.99944
14884,4.4163
14894,3.93338
14896,4.07995
14899,2.78114
14900,2.96886
14901,1.44948
14906,3.40547
14907,1.09153
14915,4.77771
14919,2.64163
14926,5.9153
14927,2.49826
14933,3.07577
14937,3.13231
14939,3.09334
14940,1.36049
14943,1.06642
14953,3.2614
14954,2.53071
14969,3.10007
14999,7.76687
15008,3.59552
15009,3.40783
15018,4.19497
15023,3.76322
15025,1.30561
15034,3.88265
15036,4.51336
15051,1.56812
15052,3.19128
15064,3.16466
15070,3.5718
15074,3.96901
15077,4.52729
15081,3.79371
15086,6.45194
15093,0.94241
15094,1.55439
15103,2.35235
15104,0.91317
15110,1.28928
15112,2.21753
15115,4.96552
15131,1.27555
15139,2.93817
15141,3.03518
15148,1.01954
15154,6.08089
15156,3.29531
15161,2.16027
15167,2.68622
15178,4.06598
15205,5.04961
15207,1.42175
15222,3.23279
15223,4.82964
15225,4.07334
15228,3.89713
15239,2.77064
15241,1.30335
15246,1.26274
15247,1.0716
15249,3.05838
15255,3.64997
15257,1.24549
15267,1.22273
15277,2.9886
15280,4.60466
15289,3.38004
15297,1.35353
15302,1.17393
15304,0.99643
15312,0.9703
15321,0.65099
15325,1.15924
15326,4.34907
15333,3.76227
15337,1.21243
15338,4.06437
15340,4.63399
15342,2.1248
15344,3.42598
15347,1.11952
15349,4.93764
15355,3.00223
15359,1.25458
15366,0.9156
15367,0.70463
15368,1.1771
15369,4.44906
15380,3.86496
15381,3.13689
15387,0.93
15388,3.12639
15389,1.18804
15392,1.26871
15400,2.6986
15405,3.5406
15407,3.14265
15408,7.35392
15411,3.12548
15413,4.37302
15418,5.27104
15419,4.83051
15421,3.2017
15425,3.14836
15436,3.73665
15438,3.87443
15440,3.54941
15443,3.6497
15460,2.57221
15464,0.99599
15465,2.5816
15473,1.26752
15475,2.55964
15483,1.28817
15494,5.2658
15495,6.04837
15498,3.59248
15499,2.88156
15500,1.20012
15501,1.01606
15510,2.27889
15512,2.23771
15516,2.75355
15518,4.63334
15519,3.49957
15524,2.80334
15527,1.22132
15529,1.28874
15530,1.4237
15538,1.02301
15539,2.99233
15541,1.11061
15546,1.16792
15547,3.01685
15548,1.62255
15552,1.96044
15556,4.9256
15567,2.63816
15572,2.32155
15573,3.65862
15574,3.34175
15577,0.94081
15579,3.63279
15581,2.41738
15589,1.1525
15596,2.22674
15598,4.42054
15599,4.09539
15605,5.8124
15606,4.26496
15608,4.11071
15616,4.03927
15618,1.2831
15621,1.10476
15626,1.18591
15638,2.80372
15639,2.16124
15642,2.46059
15644,3.07948
15646,4.19443
15649,3.80559
15656,1.12852
15659,1.15399
15680,1.06699
15686,4.48565
15693,1.5973
15697,4.83608
15699,6.29801
15701,4.18331
15705,1.37793
15714,2.73869
15722,4.71333
15728,3.87136
15734,3.395
15752,1.96387
15756,4.03262
15760,0
15762,4.17691
15767,4.25065
15768,1.14272
15773,4.64857
15774,3.38062
15781,3.24225
15782,2.97898
15784,7.51499
15791,2.98844
15796,4.19957
15798,5.12633
15806,1.05785
15814,1.08106
15819,3.28687
15825,3.40639
15826,4.5015
15831,3.86442
15835,6.16337
15836,1.16119
15839,5.30193
15845,3.14498
15858,1.16863
15859,3.65607
15876,4.46803
15878,4.76524
15880,1.45988
15886,4.33383
15888,2.76809
15891,3.74661
15900,1.97784
15902,4.24978
15904,2.78639
15908,2.16079
15910,1.09138
15917,2.84801
15919,5.09738
15924,3.10035
15927,2.86032
15937,1.43902
15946,3.37439
15949,2.92302
15957,4.62912
15961,4.10025
15964,2.57254
15965,3.68389
15966,1.28168
15978,1.22088
15983,1.23603
15987,2.59502
15988,3.06795
15998,2.51314
16004,3.30119
16008,3.70478
16011,1.36073
16023,2.94252
16024,2.51707
16025,2.89807
16048,5.14615
16050,3.37614
16051,1.29956
16057,1.44163
16059,5.06742
16060,3.46898
16075,5.00879
16094,5.93797
16096,4.6864
16116,1.08398
16118,1.27272
16121,2.81742
16122,3.45133
16124,4.65986
16125,3.55552
16126,3.13106
16130,4.30815
